Registration,Name,Breed,Variety,Color,Sex,Birth_Date,Sire,Dam,AppNum,CHIC,Test_Date,Age(mos),Registry,Results,OFA_#,Registration_Results_Num,Sire_Results_Num,Sire_Sire,Sire_Dam,Dam_Results_Num,Dam_Sire,Dam_Dam,Sire_Sire_Results_Num,Sire_Sire_Sire,Sire_Sire_Dam,Sire_Dam_Results_Num,Sire_Dam_Sire,Sire_Dam_Dam,Dam_Sire_Results_Num,Dam_Sire_Sire,Dam_Sire_Dam,Dam_Dam_Results_Num,Dam_Dam_Sire,Dam_Dam_Dam,Sire_Sire_Sire_Results_Num,Sire_Sire_Dam_Results_Num,Sire_Dam_Sire_Results_Num,Sire_Dam_Dam_Results_Num,Dam_Sire_Sire_Results_Num,Dam_Sire_Dam_Results_Num,Dam_Dam_Sire_Results_Num,Dam_Dam_Dam_Results_Num,Registration_Parents_Results_Num,Sire_Parents_Results_Num,Dam_Parents_Results_Num,Sire_Sire_Parents_Results_Num,Sire_Dam_Parents_Results_Num,Dam_Sire_Parents_Results_Num,Dam_Dam_Parents_Results_Num
DN30802605,TERRA&STAR YOUR'S TRULY,BOUVIER DES FLANDRES,,BLACK,F,Apr 19 2011 ,DN26799502,DN22162404,1581483,90652.0,Jun  5 2013 ,25,HIPS,GOOD,BF-6857G25F-VPI,1.0,1.0,DN12159204,DL91469504,2.0,DN09614007,DN12369907,1.0,DL88664701,DN00463306,1.0,DL71449807,DL80748601,1.0,DL89300008,DL90089808,1.0,DN09257303,DN07196503,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.5,1.5,1.5,0.5,1.5,2.0
DN19271701,"TERRA'S ANNIE ""Z"" GET YOUR GUN",BOUVIER DES FLANDRES,,BRINDLE,F,Aug  3 2007 ,DN09614007,DL84796603,1347163,61689.0,Aug 11 2009 ,24,HIPS,GOOD,BF-6315G24F-VPI,1.0,1.0,DL89300008,DL90089808,1.0,DL74618103,DL74175101,1.0,DL64047603,DL60357705,1.0,DL66711909,DL74175101,2.0,DL61565302,DL54958503,2.0,DL40883506,DL54464801,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.5,1.5,3.0,1.5,2.0,2.0,1.5
DN09614001,TERRA'S EVE,BOUVIER DES FLANDRES,,DARK GRAY,F,Jan 16 2005 ,DL89300008,DL90089808,1238627,44946.0,Feb 19 2007 ,25,HIPS,FAIR,BF-5926F25F-PI,2.0,1.0,DL64047603,DL60357705,1.0,DL66711909,DL74175101,1.0,DL56496302,DL55019501,1.0,DL51145602,DL40692504,1.0,DL52377703,DL54464809,2.0,DL40883506,DL54464801,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.5,1.5,2.0,1.5,0.5,2.0,1.5
DL66711909,TERRA'S FIVE STAR GENERAL,BOUVIER DES FLANDRES,,BRINDLE,M,Oct 30 1996 ,DL52377703,DL54464809,763310,0.0,May 15 2000 ,42,HIPS,GOOD,BF-4622G42M-T,1.0,1.0,DL41139206,DL40872609,2.0,D622975,DL36162702,0.0,D622975,D685800,1.0,D938582,D684391,1.0,D410300,D309404,1.0,D703169,D706708,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.5,2.0,1.0,1.5,1.5
DL84796603,TERRA'S GO BABY GO,BOUVIER DES FLANDRES,,BRINDLE,F,Sep  1 2000 ,DL74618103,DL74175101,855262,38515.0,Sep 24 2002 ,24,HIPS,GOOD,BF-5123G24F-PI,1.0,2.0,DL61565302,DL54958503,2.0,DL40883506,DL54464801,1.0,D622975,D878396,2.0,DL41139206,DL40692504,1.0,D938582,D504798,1.0,D622975,DL36162702,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.5,2.0,0.5,1.5,1.5
DN57204408,TERRA'S HARRY VICTOR,BOUVIER DES FLANDRES,,BRINDLE,M,Mar 20 2019 ,DN36936107,DN38696604,2150867,,Mar 26 2021 ,24,HIPS,GOOD,BF-7760G24M-VPI,1.0,1.0,DN17523303,DN21392301,1.0,DN17523303,DN25500706,0.0,DL91292602,DL91316702,1.0,DN10958707,DN10947703,0.0,DL91292602,DL91316702,2.0,DN00405502,DN19233901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.5,1.0,1.5,1.5,1.5,1.5
DN22162402,TERRA'S HEAVENLY RIVER,BOUVIER DES FLANDRES,,GRAY BRINDLE,F,May 21 2008 ,DN09614007,DN12369907,1445278,,Nov  2 2010 ,29,HIPS,FAIR,BF-6513F29F-VPI,2.0,1.0,DL89300008,DL90089808,1.0,DN09257303,DN07196503,1.0,DL64047603,DL60357705,1.0,DL66711909,DL74175101,1.0,DN04940501,DL84539605,2.0,DL79054303,DL84796603,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.5,1.5,2.0,1.5,2.0,1.5,1.5
DN66612002,TERRA'S JOHNNY ON THE SPOT AT SYCAMORE,BOUVIER DES FLANDRES,,BRINDLE,M,Apr 26 2021 ,DN57204408,DN48911602,2485733,,Jun 10 2023 ,25,HIPS,GOOD,BF-8007G25M-P-VPI,1.0,1.0,DN36936107,DN38696604,2.0,DN31998201,DN30721601,1.0,DN17523303,DN21392301,1.0,DN17523303,DN25500706,1.0,DN06115102,DN14304001,0.0,DN15388902,DN15958702,0.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,1.5,1.0,0.5,1.0,1.5,2.0
DN50240606,TERRA'S LAND OF PRIDES QUIGGLY HOT STONE RIZPAH,BOUVIER DES FLANDRES,,GRAY BRINDLE,F,Jun 10 2017 ,DN36936107,DN38164102,1999364,149768.0,Jul  6 2019 ,24,HIPS,EXCELLENT,BF-7599E24F-VPI,0.0,1.0,DN17523303,DN21392301,1.0,DN21392304,DN30802605,0.0,DL91292602,DL91316702,1.0,DN10958707,DN10947703,1.0,DN10958707,DN10947703,1.0,DN26799502,DN22162404,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.5,0.5,1.5,1.5,1.5,1.5,2.0
DL66711910,TERRA'S LITTLE BO PEEP,BOUVIER DES FLANDRES,,BRINDLE,F,Oct 30 1996 ,DL52377703,DL54464809,732449,38289.0,May  2 1999 ,30,HIPS,GOOD,BF-4349G30F-T,1.0,1.0,DL41139206,DL40872609,2.0,D622975,DL36162702,0.0,D622975,D685800,1.0,D938582,D684391,1.0,D410300,D309404,1.0,D703169,D706708,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.5,2.0,1.0,1.5,1.5
DN45193101,TERRA'S MASERATI GHIBLI,BOUVIER DES FLANDRES,,BRINDLE,M,Jan 24 2016 ,DN38696605,DN38164102,1944150,,Jan 29 2018 ,24,HIPS,GOOD,BF-7446G24M-VPI,1.0,1.0,DN17523303,DN25500706,1.0,DN21392304,DN30802605,0.0,DL91292602,DL91316702,2.0,DN00405502,DN19233901,1.0,DN10958707,DN10947703,1.0,DN26799502,DN22162404,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.5,1.0,1.5,1.5,1.5,1.5,2.0
DN49037501,TERRA'S MISS FIGGY,BOUVIER DES FLANDRES,,BRINDLE,F,Mar  4 2017 ,DN38696605,DN36003901,2263508,,Jun  9 2021 ,51,HIPS,FAIR,BF-7776F51F-VPI,2.0,1.0,DN17523303,DN25500706,1.0,DN12159204,DN25937401,0.0,DL91292602,DL91316702,2.0,DN00405502,DN19233901,1.0,DL88664701,DN00463306,1.0,DN22521109,DN07196503,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.5,1.0,1.5,1.5,1.5,1.5,3.0
DL90089808,TERRA'S MULAN ROUGE,BOUVIER DES FLANDRES,,BRINDLE,F,Dec 19 2001 ,DL66711909,DL74175101,1046987,,Jan 21 2004 ,25,HIPS,GOOD,BF-5374G25F-PI,1.0,1.0,DL52377703,DL54464809,2.0,DL40883506,DL54464801,1.0,DL41139206,DL40872609,2.0,D622975,DL36162702,1.0,D938582,D504798,1.0,D622975,DL36162702,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.5,0.5,1.5,1.5,1.5
DN09614007,TERRA'S OZSOME AT TRESER,BOUVIER DES FLANDRES,,BRINDLE,M,Jan 16 2005 ,DL89300008,DL90089808,1280750,42265.0,Jul 27 2007 ,30,HIPS,GOOD,BF-5997G30M-PI,1.0,1.0,DL64047603,DL60357705,1.0,DL66711909,DL74175101,1.0,DL56496302,DL55019501,1.0,DL51145602,DL40692504,1.0,DL52377703,DL54464809,2.0,DL40883506,DL54464801,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.5,1.5,2.0,1.5,0.5,2.0,1.5
DL66711901,TERRA'S PARIS BY STARLIGHT,BOUVIER DES FLANDRES,,BLACK,F,Oct 30 1996 ,DL52377703,DL54464809,667394,38287.0,Nov 30 1999 ,37,HIPS,GOOD,BF-4479G37F-T,1.0,1.0,DL41139206,DL40872609,2.0,D622975,DL36162702,0.0,D622975,D685800,1.0,D938582,D684391,1.0,D410300,D309404,1.0,D703169,D706708,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.5,2.0,1.0,1.5,1.5
DN59315307,TERRA'S PAULDEN,BOUVIER DES FLANDRES,,GRAY BRINDLE,M,Oct  1 2019 ,DN50240608,DN51882704,2307077,174843.0,Oct 22 2021 ,24,HIPS,FAIR,BF-7814F24M-VPI,2.0,1.0,DN36936107,DN38164102,1.0,DL41139206,DN38942904,1.0,DN17523303,DN21392301,1.0,DN21392304,DN30802605,0.0,D622975,D685800,0.0,DN24606701,DN22162404,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.5,1.5,0.0,0.5,1.5,2.0,2.0
DN50240608,TERRA'S QUANICO,BOUVIER DES FLANDRES,,GRAY BRINDLE,M,Jun 10 2017 ,DN36936107,DN38164102,1995368,146144.0,Jun 14 2019 ,24,HIPS,GOOD,BF-7582G24M-VPI,1.0,1.0,DN17523303,DN21392301,1.0,DN21392304,DN30802605,0.0,DL91292602,DL91316702,1.0,DN10958707,DN10947703,1.0,DN10958707,DN10947703,1.0,DN26799502,DN22162404,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.5,0.5,1.5,1.5,1.5,1.5,2.0
DN50240602,TERRA'S QUE BELLO,BOUVIER DES FLANDRES,,BRINDLE,M,Jun 10 2017 ,DN36936107,DN38164102,2007671,,Jun 14 2019 ,24,HIPS,GOOD,BF-7585G24M-VPI,1.0,1.0,DN17523303,DN21392301,1.0,DN21392304,DN30802605,0.0,DL91292602,DL91316702,1.0,DN10958707,DN10947703,1.0,DN10958707,DN10947703,1.0,DN26799502,DN22162404,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.5,0.5,1.5,1.5,1.5,1.5,2.0
DN45193103,TERRA'S ROSEWOOD,BOUVIER DES FLANDRES,,BRINDLE,M,Jan 24 2016 ,DN38696605,DN38164102,1944151,,Jan 29 2018 ,24,HIPS,GOOD,BF-7447G24M-VPI,1.0,1.0,DN17523303,DN25500706,1.0,DN21392304,DN30802605,0.0,DL91292602,DL91316702,2.0,DN00405502,DN19233901,1.0,DN10958707,DN10947703,1.0,DN26799502,DN22162404,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.5,1.0,1.5,1.5,1.5,1.5,2.0
DL66711907,TERRA'S SHORE THING,BOUVIER DES FLANDRES,,BRINDLE,M,Oct 30 1996 ,DL52377703,DL54464809,709865,38288.0,Nov  3 1998 ,24,HIPS,FAIR,BF-4210F24M-T,2.0,1.0,DL41139206,DL40872609,2.0,D622975,DL36162702,0.0,D622975,D685800,1.0,D938582,D684391,1.0,D410300,D309404,1.0,D703169,D706708,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.5,2.0,1.0,1.5,1.5
DN22162410,TERRA'S SPARTACUS,BOUVIER DES FLANDRES,,GRAY BRINDLE,M,May 21 2008 ,DN09614007,DN12369907,1436123,,Aug 17 2010 ,26,HIPS,GOOD,BF-6474G26M-VPI,1.0,1.0,DL89300008,DL90089808,1.0,DN09257303,DN07196503,1.0,DL64047603,DL60357705,1.0,DL66711909,DL74175101,1.0,DN04940501,DL84539605,2.0,DL79054303,DL84796603,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.5,1.5,2.0,1.5,2.0,1.5,1.5
DN57204404,TERRA'S STEALING THE MAGNOLIAS,BOUVIER DES FLANDRES,,BRINDLE,F,Mar 20 2019 ,DN36936107,DN38696604,2150878,174959.0,Aug 18 2021 ,28,HIPS,EXCELLENT,BF-7795E28F-VPI,0.0,1.0,DN17523303,DN21392301,1.0,DN17523303,DN25500706,0.0,DL91292602,DL91316702,1.0,DN10958707,DN10947703,0.0,DL91292602,DL91316702,2.0,DN00405502,DN19233901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.5,1.0,1.5,1.5,1.5,1.5
DN61384702,TERRA'S TUSCAN ROSE OF LAND OF  PRIDE,BOUVIER DES FLANDRES,,BRINDLE,F,Feb 29 2020 ,DN44756904,DN50240606,2362311,174844.0,May 11 2022 ,26,HIPS,GOOD,BF-7867G26F-P-VPI,1.0,0.0,DN24606701,DN36003901,0.0,DN36936107,DN38164102,1.0,DL91292602,DN10366403,1.0,DN12159204,DN25937401,1.0,DN17523303,DN21392301,1.0,DN21392304,DN30802605,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,0.5,1.5
DN66612004,TERRA'S UNBREAKABLE AVENGER AT MON AMIE,BOUVIER DES FLANDRES,,GRAY BRINDLE,F,Apr 26 2021 ,DN57204408,DN48911602,2466282,,Jun  8 2023 ,25,HIPS,GOOD,BF-7986G25F-P-VPI,1.0,1.0,DN36936107,DN38696604,2.0,DN31998201,DN30721601,1.0,DN17523303,DN21392301,1.0,DN17523303,DN25500706,1.0,DN06115102,DN14304001,0.0,DN15388902,DN15958702,0.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,1.5,1.0,0.5,1.0,1.5,2.0
DN66612005,TERRA'S UP THE ANTE AT MARGAUX,BOUVIER DES FLANDRES,,BRINDLE,F,Apr 26 2021 ,DN57204408,DN48911602,2523053,,Feb 14 2024 ,33,HIPS,GOOD,BF-8022G33F-P-VPI,1.0,1.0,DN36936107,DN38696604,2.0,DN31998201,DN30721601,1.0,DN17523303,DN21392301,1.0,DN17523303,DN25500706,1.0,DN06115102,DN14304001,0.0,DN15388902,DN15958702,0.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,1.5,1.0,0.5,1.0,1.5,2.0
DN67365502,TERRA'S UPROAR DE LA SALSA,BOUVIER DES FLANDRES,,BRINDLE,F,Apr 21 2021 ,DN31925105,DN38696604,2366937,,Feb 16 2024 ,33,HIPS,GOOD,BF-8024G33F-C-VPI,1.0,1.0,DN12159204,DN13327506,1.0,DN17523303,DN25500706,1.0,DL88664701,DN00463306,1.0,DL77524202,DL83689803,0.0,DL91292602,DL91316702,2.0,DN00405502,DN19233901,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.5,0.5,1.5,1.5
DN66612001,TERRA'S UTTERLY PRICELESS,BOUVIER DES FLANDRES,,GRAY BRINDLE,F,Apr 26 2021 ,DN57204408,DN48911602,2478645,186617.0,Aug  1 2023 ,27,HIPS,GOOD,BF-7998G27F-P-VPI,1.0,1.0,DN36936107,DN38696604,2.0,DN31998201,DN30721601,1.0,DN17523303,DN21392301,1.0,DN17523303,DN25500706,1.0,DN06115102,DN14304001,0.0,DN15388902,DN15958702,0.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,1.5,1.0,0.5,1.0,1.5,2.0
DN67365504,TERRAS COWBOY UP DE LA SALSA,BOUVIER DES FLANDRES,,BLACK,M,Apr 21 2021 ,DN31925105,DN38696604,2476178,,Jul  6 2023 ,26,HIPS,GOOD,BF-7993G26M-C-VPI,1.0,1.0,DN12159204,DN13327506,1.0,DN17523303,DN25500706,1.0,DL88664701,DN00463306,1.0,DL77524202,DL83689803,0.0,DL91292602,DL91316702,2.0,DN00405502,DN19233901,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.5,0.5,1.5,1.5
DN22162404,TERRAS EMERALD DREAM,BOUVIER DES FLANDRES,,GRAY BRINDLE,F,May 21 2008 ,DN09614007,DN12369907,1430928,,Jul 11 2010 ,25,HIPS,FAIR,BF-6461F25F-VPI,2.0,1.0,DL89300008,DL90089808,1.0,DN09257303,DN07196503,1.0,DL64047603,DL60357705,1.0,DL66711909,DL74175101,1.0,DN04940501,DL84539605,2.0,DL79054303,DL84796603,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.5,1.5,2.0,1.5,2.0,1.5,1.5
DN22162411,TERRAS SIR WALLTER WALLEE,BOUVIER DES FLANDRES,,BLACK & BRINDLE,M,May 21 2008 ,DN09614007,DN12369907,1374815,,Jul 11 2010 ,25,HIPS,FAIR,BF-6447F25M-VPI,2.0,1.0,DL89300008,DL90089808,1.0,DN09257303,DN07196503,1.0,DL64047603,DL60357705,1.0,DL66711909,DL74175101,1.0,DN04940501,DL84539605,2.0,DL79054303,DL84796603,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.5,1.5,2.0,1.5,2.0,1.5,1.5
DL84796606,TERRAS' ECHOES OF THE MOMBASOS,BOUVIER DES FLANDRES,,GRAY BRINDLE,M,Sep  1 2000 ,DL74618103,DL74175101,1052019,,Feb 12 2003 ,29,HIPS,FAIR,BF-5202F29M-NOPI,2.0,2.0,DL61565302,DL54958503,2.0,DL40883506,DL54464801,1.0,D622975,D878396,2.0,DL41139206,DL40692504,1.0,D938582,D504798,1.0,D622975,DL36162702,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.5,2.0,0.5,1.5,1.5
DN08609701,VUILBAARD'S BLACK PEARL,BOUVIER DES FLANDRES,,PEPPER & SALT,F,Sep 17 2004 ,DL69396201,DL89924411,1258805,,Feb 16 2007 ,28,HIPS,GOOD,BF-5939G28F-NOPI,1.0,1.0,DL28651601,DL54430508,1.0,DL65374703,DL74618112,0.0,D452172,D641728,1.0,D410300,D878592,0.0,DL53754204,D894336,2.0,DL61565302,DL54958503,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.5,0.5,1.0,2.0,1.5,1.0,2.0
DN32515203,WELDON MIMOSA'S STANDING O,BOUVIER DES FLANDRES,,BRINDLE,F,Dec  8 2011 ,DN08391501,DN07979802,1638252,96329.0,Mar  2 2014 ,26,HIPS,GOOD,BF-6942G26F-VPI,1.0,2.0,DL87537101,DL86053602,1.0,DL74175102,DL69174404,1.0,DL72447808,DL62699103,1.0,DL65792402,DL54205201,1.0,DL40883506,DL54464801,2.0,DL41139203,DL35139106,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.5,1.5,2.0,1.5,2.0,1.5,1.5
DL76263204,WILLOW OF FOXFIRE RIDGE,BOUVIER DES FLANDRES,,BRINDLE,F,Sep 25 1998 ,DL56701702,DL52349405,798883,0.0,Sep 28 2000 ,24,HIPS,EXCELLENT,BF-4700E24F,0.0,1.0,DL32989101,DL36406109,1.0,D927338,D896086,1.0,D086830,D517711,2.0,D086830,D530829,0.0,D496975,D373640,2.0,D086830,D517711,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.5,2.0,1.0,1.5,1.5,2.0,1.5
DN08372904,WINSUM'S DANCERO DEL ROBLES,BOUVIER DES FLANDRES,,GRAY BRINDLE,M,Aug 22 2004 ,DL84093502,DL74428704,1294670,51609.0,Nov 13 2007 ,38,HIPS,GOOD,BF-6042G38M-VPI,1.0,1.0,DL75108903,DL54090106,1.0,DL40883506,DL46481502,2.0,DL61784303,DL52131405,1.0,DL40883506,DL32963901,1.0,D938582,D504798,1.0,D938582,D917406,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,2.5,1.5,1.5,1.5,1.5,1.5
DN32155003,WISE CHOICE BIJOU DE KALAIS,BOUVIER DES FLANDRES,,BRINDLE,F,Oct 14 2011 ,DN15742405,DN13635604,1629735,106231.0,May 28 2015 ,43,HIPS,GOOD,BF-7108G43F-VPI,1.0,2.0,DL74175102,DL85651901,1.0,DL91292602,DL84258301,1.0,DL40883506,DL54464801,1.0,DL71036002,DL68000901,1.0,DL74175102,DL74618102,1.0,DL41139201,DL62604704,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,2.5,1.5,1.5,1.5,1.5,2.0,1.0
DN15742402,WISE CHOICE FLASHPOINT RENEGADE,BOUVIER DES FLANDRES,,GRAY BRINDLE,M,Jul 25 2006 ,DL74175102,DL85651901,1317477,52873.0,Aug 29 2008 ,25,HIPS,GOOD,BF-6176G25M-VPI,1.0,1.0,DL40883506,DL54464801,1.0,DL71036002,DL68000901,1.0,D938582,D504798,1.0,D622975,DL36162702,1.0,DL50183701,DL58284601,1.0,DL60212001,DL42447902,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.5,0.5,1.5
DN15742404,WISE CHOICE FREEDOM RINGS,BOUVIER DES FLANDRES,,GRAY BRINDLE,M,Jul 25 2006 ,DL74175102,DL85651901,1333993,53556.0,Aug 11 2008 ,24,HIPS,GOOD,BF-6164G24M-VPI,1.0,1.0,DL40883506,DL54464801,1.0,DL71036002,DL68000901,1.0,D938582,D504798,1.0,D622975,DL36162702,1.0,DL50183701,DL58284601,1.0,DL60212001,DL42447902,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.5,0.5,1.5
DN15742405,WISE CHOICE FREEZE FRAME,BOUVIER DES FLANDRES,,BLACK,M,Jul 25 2006 ,DL74175102,DL85651901,1316690,62279.0,Aug 11 2008 ,24,HIPS,FAIR,BF-6167F24M-VPI,2.0,1.0,DL40883506,DL54464801,1.0,DL71036002,DL68000901,1.0,D938582,D504798,1.0,D622975,DL36162702,1.0,DL50183701,DL58284601,1.0,DL60212001,DL42447902,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.5,0.5,1.5
DN23649306,WISE CHOICE HERCULE POIROT,BOUVIER DES FLANDRES,,BLACK,M,Dec  3 2008 ,DN13635602,DN10999301,1391932,72433.0,Mar 22 2011 ,27,HIPS,FAIR,BF-6551F27M-VPI,2.0,1.0,DL91292602,DL84258301,1.0,DL84579201,DL85651901,1.0,DL74175102,DL74618102,1.0,DL41139201,DL62604704,1.0,DL68428401,DL65859501,1.0,DL71036002,DL68000901,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.5,1.5,1.5,2.0,1.0,1.5,1.5
DN25607901,WISE CHOICE IMAGINE IF ISAAC,BOUVIER DES FLANDRES,,GRAY BRINDLE,M,Jul  7 2009 ,DL91118702,DN13635604,1505278,,Jan 17 2012 ,30,HIPS,FAIR,BF-6674F30M-VPI,2.0,1.0,DL62604705,DL73931702,1.0,DL91292602,DL84258301,1.0,DL53754204,DL36866901,1.0,DL62190002,DL52131108,1.0,DL74175102,DL74618102,1.0,DL41139201,DL62604704,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.5,1.5,1.5,1.5,1.5,2.0,1.0
DN26764901,WISE CHOICE JAM SESSION,BOUVIER DES FLANDRES,,BRINDLE,M,Jan 13 2010 ,DN15742405,DN13635604,1510183,80161.0,Feb 21 2012 ,25,HIPS,GOOD,BF-6687G25M-VPI,1.0,2.0,DL74175102,DL85651901,1.0,DL91292602,DL84258301,1.0,DL40883506,DL54464801,1.0,DL71036002,DL68000901,1.0,DL74175102,DL74618102,1.0,DL41139201,DL62604704,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,2.5,1.5,1.5,1.5,1.5,2.0,1.0
DN29672402,WISE CHOICE JOAN JET,BOUVIER DES FLANDRES,,,F,Nov 21 2010 ,DN23649306,DN25551701,932769,99001.0,Jul  7 2014 ,43,HIPS,GOOD,BF-6996G43F-VPI,1.0,2.0,DN13635602,DN10999301,1.0,DN15742402,DN18198201,1.0,DL91292602,DL84258301,1.0,DL84579201,DL85651901,1.0,DL74175102,DL85651901,0.0,DN11665702,DN07253401,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.5,1.5,1.0,1.5,1.5,1.5,2.0
DN29672401,WISE CHOICE JUMP TO CONCLUSIONS,BOUVIER DES FLANDRES,,GRAY BRINDLE,M,Nov 21 2010 ,DN23649306,DN25551701,1499785,105942.0,May 22 2015 ,54,HIPS,GOOD,BF-7104G54M-VPI,1.0,2.0,DN13635602,DN10999301,1.0,DN15742402,DN18198201,1.0,DL91292602,DL84258301,1.0,DL84579201,DL85651901,1.0,DL74175102,DL85651901,0.0,DN11665702,DN07253401,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.5,1.5,1.0,1.5,1.5,1.5,2.0
DN32155001,WISE CHOICE KUDOS,BOUVIER DES FLANDRES,,SABLE,F,Oct 14 2011 ,DN15742405,DN13635604,1584311,96605.0,Mar  3 2014 ,28,HIPS,GOOD,BF-6945G28F-VPI,1.0,2.0,DL74175102,DL85651901,1.0,DL91292602,DL84258301,1.0,DL40883506,DL54464801,1.0,DL71036002,DL68000901,1.0,DL74175102,DL74618102,1.0,DL41139201,DL62604704,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,2.5,1.5,1.5,1.5,1.5,2.0,1.0
DN33859803,WISE CHOICE LAUGH OUT LOUD,BOUVIER DES FLANDRES,,BRINDLE,M,Apr 22 2012 ,DN26764901,DN07253401,1609078,,Jun 12 2014 ,25,HIPS,GOOD,BF-6987G25M-VPI,1.0,1.0,DN15742405,DN13635604,2.0,DL83292001,DL85651901,2.0,DL74175102,DL85651901,1.0,DL91292602,DL84258301,1.0,DL40883506,DL68802301,1.0,DL71036002,DL68000901,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.5,1.5,1.5,1.5,1.0,1.5
DN34936602,WISE CHOICE LEAPS AND BOUNDS,BOUVIER DES FLANDRES,,BRINDLE,F,Sep 20 2012 ,DN23649306,DN25551701,994892,120470.0,Oct 26 2015 ,37,HIPS,FAIR,BF-7167F37F-VPI,2.0,2.0,DN13635602,DN10999301,1.0,DN15742402,DN18198201,1.0,DL91292602,DL84258301,1.0,DL84579201,DL85651901,1.0,DL74175102,DL85651901,0.0,DN11665702,DN07253401,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.5,1.5,1.0,1.5,1.5,1.5,2.0
DN35861902,WISE CHOICE LIKE A BOWL OF CHERRIES,BOUVIER DES FLANDRES,,BRINDLE,F,Dec  2 2012 ,DN19334802,DN16619102,1687807,106321.0,May 22 2015 ,29,HIPS,GOOD,BF-7111G29F-VPI,1.0,1.0,DL88153701,DN03138501,2.0,DL84579201,DL85651902,1.0,D622975,DL73027001,1.0,DL61565302,DL71029001,1.0,DL68428401,DL65859501,1.0,DL71036002,DL68000901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.5,1.5,1.5,1.5,1.5,1.5
DN47781601,WISE CHOICE N BON MOT PINK LADY,BOUVIER DES FLANDRES,,GRAY BRINDLE,F,Oct 24 2016 ,DN33395103,DN34936602,2112538,,Dec 10 2019 ,37,HIPS,MODERATE UL,,,1.0,DN23430904,DN20798704,2.0,DN23649306,DN25551701,1.0,DN06917207,DN06876705,1.0,DL87537101,DL91316702,2.0,DN13635602,DN10999301,1.0,DN15742402,DN18198201,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.5,2.5,2.0,1.5,1.5,1.0
